18.23875803	0.806632096	18.27623126	0.263102732	18.23875803	0.806632096
17.18950749	0.806752492	17.30192719	0.24305036	17.18950749	0.806752492
16.29014989	0.806855688	16.21520343	0.22099318	16.29014989	0.806855688
15.20342612	0.778867934	15.24089936	0.193912696	15.20342612	0.778867934
14.30406852	0.750858681	14.22912206	0.169845334	14.30406852	0.750858681
13.25481799	0.722866627	13.29229122	0.148787871	13.25481799	0.722866627
12.24304069	0.694870273	12.24304069	0.130745681	12.24304069	0.694870273
11.23126338	0.715066691	11.23126338	0.118726512	11.23126338	0.715066691
10.25695931	0.711162423	10.21948608	0.103695295	10.25695931	0.711162423
9.207708779	0.663090048	9.207708779	0.095692191	9.207708779	0.663090048
8.233404711	0.594928751	8.233404711	0.088692027	8.233404711	0.594928751
7.259100642	0.566928098	7.221627409	0.085709003	7.259100642	0.566928098
6.24732334	0.514835359	6.209850107	0.07469385	6.24732334	0.514835359
5.235546039	0.466758684	5.235546039	0.061669591	5.235546039	0.466758684
4.26124197	0.422693773	4.186295503	0.056679609	4.26124197	0.422693773
3.249464668	0.374617098	3.249464668	0.058714515	3.249464668	0.374617098
2.200214133	0.310480466	2.2751606	0.055730416	2.200214133	0.310480466
1.225910064	0.234287041	1.225910064	0.046724371	1.225910064	0.234287041
0.214132762	0.154081852	0.214132762	0.04273733	0.214132762	0.154081852
-0.79764454	0.073876663	-0.760171306	0.040757247	-0.79764454	0.073876663
-1.734475375	-0.018385319	-1.809421842	0.038779314	-1.734475375	-0.018385319
-2.78372591	-0.13874685	-2.78372591	-0.04483136	-2.78372591	-0.13874685
-3.795503212	-0.214935975	-3.795503212	-0.059920625	-3.795503212	-0.214935975
-4.807280514	-0.307189357	-4.807280514	-0.077017922	-4.807280514	-0.307189357
-5.781584582	-0.339206075	-5.781584582	-0.091102096	-5.781584582	-0.339206075
-6.793361884	-0.351138172	-6.755888651	-0.104182254	-6.793361884	-0.351138172
-7.730192719	-0.367094932	-7.805139186	-0.116260545	-7.730192719	-0.367094932
-8.741970021	-0.366978836	-8.816916488	-0.125325714	-8.741970021	-0.366978836
-9.753747323	-0.358830612	-9.791220557	-0.138405872	-9.753747323	-0.358830612
-10.72805139	-0.350686687	-10.84047109	-0.152492196	-10.72805139	-0.350686687
-11.73982869	-0.350570591	-11.77730193	-0.163563247	-11.73982869	-0.350570591
